"uid","hh_in_r2","hh_in_r3","hh_in_r3_d2","refugee","num_child_base","num_child_r2","num_child_r3","hh_head_sex","hh_head_age","parent_edu_r2","parent_edu_r3","hh_asset_index","hh_asset_index_2017","hh_asset_value","hh_asset_value_2017","hh_cons_agg","hh_cons_capita","hh_income","cantril","parent_eduyears_r2","parent_reledu_r2","parent_eduyears_r3","parent_reledu_r3","distancekmfromcamps","eld_sex_r2","eld_sex_r3","eld_age_r2","eld_age_r3","eld_edu_ambition_r2","eld_edu_ambition_r3","eld_eduyears_r2","eld_eduyears_r3","eld_reledu_r2","eld_reledu_r3","eld_trauma_exp_r2","eld_trauma_exp_r3","eld_trauma_heard_r2","eld_trauma_heard_r3","eld_trauma_witness_r2","eld_trauma_witness_r3","eld_e01_currently_studying_r2","eld_e01_currently_studying_r3","eld_e01_edu_status__r2","eld_e01_edu_status__r3","edu_status_diff","int_sex_r2","int_sex_r3","int_age_r2","int_age_r3","int_eduyears_r2","int_eduyears_r3","int_reledu_r2","int_reledu_r3","int_trauma_exp_r2","int_trauma_exp_r3","int_trauma_heard_r2","int_trauma_heard_r3","int_trauma_witness_r2","int_trauma_witness_r3"
"H643025003",1,1,0,0,1,0,0,1,21,NA,NA,-1.01846897602081,2.26416254043579,3.77,18.5924015625,0.0194598332056776,0.00648661117553711,0.4,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,21,4,4,0,0,6,6,4,4,0,0
"H643025004",1,1,0,0,5,4,5,0,35,NA,NA,1.10752058029175,-0.364983946084976,11.51,11.06,0.138035356666008,0.0172544189453125,0.605,4,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,32,32,4,4,0,0,3,3,4,4,2,2
"H643025005",1,1,0,0,7,5,5,0,55,2,NA,6.31875610351562,2.58639550209045,108.6,105.4,0.346163415647065,0.0247259582519531,4.45,3,4,0,NA,NA,10,0,NA,14,NA,7,NA,9,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,0,NA,24,NA,9,NA,0,NA,2,NA,5,NA,2
"H643025006",1,1,0,0,4,3,3,0,47,NA,NA,-0.543806195259094,-1.47546601295471,0.7,56.50113125,0.140980850121914,0.0234968078613281,3.205,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,47,37,0,4,0,0,4,5,3,2,4,4
"H643025007",0,1,0,0,4,NA,3,0,32,NA,NA,-2.07784128189087,-2.00248074531555,0.26,49.89666875,0.0391771687013563,0.0065295280456543,0.45,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,NA,0,NA,0,NA,0,NA,5,NA,0
"H643025008",1,1,1,0,5,5,5,0,35,NA,2,4.33291482925415,2.16457152366638,62.165,61.965,0.0518222680915147,0.00575802993774414,0.75,2,NA,NA,4,0,10,NA,1,NA,30,NA,NA,NA,4,NA,0,NA,3,NA,6,NA,2,NA,NA,NA,NA,NA,1,1,30,30,4,4,0,0,3,3,6,6,2,2
"H643025009",1,1,0,0,5,5,5,0,46,NA,NA,0.121446125209332,-1.61607456207275,16.22,16.33326875,0.350312498473749,0.0500446411132813,1.21,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,46,40,0,0,0,0,0,0,7,8,3,2
"H643025010",1,1,1,0,3,3,3,1,30,3,3,-1.80266797542572,-1.16027069091797,0.24,9.67429375,0.11123078549644,0.0278076965332031,0.12,1,7,0,7,0,10,1,1,10,30,5,NA,4,7,0,0,NA,7,NA,1,NA,2,1,NA,1,NA,0,1,1,30,30,7,7,0,0,7,7,1,1,2,2
"H643025011",1,1,1,0,2,2,2,1,33,NA,1,0.640989363193512,-1.61607456207275,15.63,15.3,0.0477629128244647,0.0159209716796875,0.5,3,NA,NA,0,0,10,NA,1,NA,33,NA,NA,NA,0,NA,0,NA,3,NA,6,NA,1,NA,NA,NA,NA,NA,1,1,33,33,0,0,0,0,3,3,6,6,1,1
"H643025012",1,1,0,0,7,7,7,0,61,2,NA,2.07881736755371,1.35885453224182,606.8,607.4342,0.154038898473792,0.015403889465332,1.1,NA,4,0,NA,NA,10,0,NA,16,NA,7,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,1,1,41,41,4,4,0,0,3,3,5,5,1,1
"H643025013",1,1,0,0,4,4,4,0,65,2,NA,0.0169441737234592,-1.61607456207275,15.43,15.18,0.0648530601522943,0.0108088432312012,0.94,NA,4,0,NA,NA,10,0,NA,14,NA,5,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,-1,0,0,65,65,4,4,0,0,2,2,5,5,0,0
"H643034001",1,1,0,0,1,0,0,0,32,NA,NA,1.20785522460938,-1.55559420585632,74.05,66.5,0.0838213171766605,0.0279404388427734,1.2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32,32,4,4,0,0,0,0,7,7,0,0
"H643034002",1,0,0,0,5,5,NA,0,50,NA,NA,1.28699934482574,0.444917947053909,23.85,25.380603125,0.086653574996884,0.0123790824890137,1.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,NA,7,NA,0,NA,0,NA,7,NA,1,NA
"H643034003",0,0,0,0,4,NA,NA,0,45,NA,NA,0.466898858547211,-2.09087991714478,4.15,1.65,0.0620361999994842,0.0103393669128418,0.645,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H643034004",0,0,0,0,2,NA,NA,0,35,NA,NA,1.63520526885986,-1.9762749671936,5.88,3.36,0.0320247499994235,0.00800618743896484,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H643034005",1,1,0,0,3,2,2,0,30,NA,NA,0.428724676370621,-1.22408044338226,27.52,25.52,0.0715440997755621,0.0143088195800781,1.705,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,30,27,0,4,0,0,4,2,2,5,1,1
"H643034006",1,1,0,0,1,0,0,0,28,NA,NA,0.212001517415047,-2.14117670059204,10.15,10.1,0.0229669999998063,0.00765566635131836,0.3,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,23,23,0,0,0,0,2,2,2,2,0,0
"H643034007",1,1,0,0,4,4,3,0,57,NA,NA,2.7392749786377,0.344897210597992,1.25,59.41364375,0.0240017500000773,0.00400029182434082,0.99,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,16,0,0,0,0,1,1,3,3,2,2
"H643034008",1,1,1,0,2,2,2,0,32,3,3,0.773882567882538,-1.88787579536438,17.64,17.28,0.0615858001527376,0.0153964492797852,0.6,4,7,0,7,0,10,0,1,14,30,5,NA,9,7,0,0,NA,1,NA,3,NA,1,1,NA,1,NA,0,1,1,30,30,7,7,0,0,1,1,3,3,1,1
"H643034009",1,0,0,0,2,2,NA,0,80,1,NA,3.93674945831299,0.223725721240044,10.82,10.72,0.0431187499943655,0.0107796875,0.75,NA,0,0,NA,NA,10,0,NA,18,NA,5,NA,9,NA,0,NA,0,NA,8,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H643034010",1,0,0,0,2,2,NA,1,30,NA,NA,0.921891927719116,-1.61607456207275,8.45,5.45,0.0357858999996446,0.0119286331176758,0.25,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,NA,0,NA,0,NA,0,NA,6,NA,1,NA
"H643034011",1,0,0,0,2,2,NA,1,35,1,NA,1.77889573574066,-1.25088512897491,17.89,15.34,0.0527135000607697,0.0131783752441406,0.372,NA,0,0,NA,NA,10,1,NA,12,NA,5,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,35,NA,0,NA,0,NA,3,NA,4,NA,0,NA
"H643034012",1,1,0,0,4,3,3,0,32,NA,NA,0.428724676370621,-1.55559420585632,32.55,32.35,0.150535833334271,0.0215051193237305,1.22,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32,32,9,9,0,0,0,0,6,6,1,1
"H643034013",1,1,1,0,3,2,2,0,37,2,2,1.29342579841614,-0.976569890975952,10.55,10.1,0.096206339286943,0.0192412673950195,1.02,3,4,0,4,0,10,0,1,10,27,7,NA,4,4,0,0,NA,4,NA,6,NA,1,1,NA,1,NA,0,1,1,27,27,4,4,0,0,4,4,6,6,1,1
"H643042001",1,1,0,0,7,5,5,0,46,NA,NA,4.35014152526855,0.523566067218781,28.16,27.61,0.141695499999635,0.0157439437866211,1.2,4,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,17,15,9,4,0,0,0,0,8,7,1,2
"H643042002",1,0,0,0,3,2,NA,1,25,1,NA,1.50991976261139,-1.12799215316772,13.15,12.15,0.0102584299999755,0.00256460742950439,0.2,NA,0,0,NA,NA,10,1,NA,10,NA,4,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,25,NA,0,NA,0,NA,1,NA,4,NA,5,NA
"H643042003",1,1,0,0,4,3,3,0,40,NA,NA,1.20785522460938,-0.336886465549469,22.92,22.62,0.094108599815506,0.0134440856933594,0,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40,40,0,0,0,0,2,2,4,4,2,2
"H643042004",1,1,0,0,2,2,1,1,19,NA,NA,4.37775945663452,1.02800798416138,31.02,28.4655,0.0943882167278789,0.023597053527832,0.6,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,15,9,9,0,0,0,0,4,4,5,5
"H643042005",1,1,0,0,1,1,1,1,35,NA,NA,1.20136559009552,-0.261993825435638,35.57,20.9617359375,0.0926945331291994,0.046347265625,1.6,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,17,35,4,0,0,0,4,4,1,2,5,4
"H643042006",0,0,0,0,1,NA,NA,0,39,NA,NA,0.0988150611519814,-0.930131375789642,3.65,3.68326796875,0.0338154749996727,0.0112718246459961,0.7,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H643042007",1,1,1,0,1,1,1,0,30,2,2,0.01632284745574,-0.89068478345871,6.01,6.01326796875,0.0664083996218164,0.0221361328125,0.48,3,4,0,4,0,10,0,1,3,25,5,NA,NA,4,NA,0,NA,0,NA,4,NA,5,1,NA,1,NA,0,1,1,25,25,4,4,0,0,0,0,4,4,5,5
"H643042008",1,1,0,0,3,2,2,0,35,1,NA,2.1916446685791,-0.987383663654327,60.92,57.42,0.073335899998527,0.0146671798706055,1.25,NA,0,0,NA,NA,10,1,NA,10,NA,7,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,1,35,31,0,0,0,0,3,0,3,4,4,5
"H643042009",1,1,1,0,4,4,4,0,42,1,1,0.517992734909058,-1.00448870658875,21.21,20.81,0.0831562999987509,0.0138593826293945,0.8,3,0,0,0,0,10,0,1,18,38,NA,NA,9,0,0,0,NA,1,NA,2,NA,1,0,NA,0,NA,0,1,1,38,38,0,0,0,0,1,1,2,2,1,1
"H643042010",1,1,0,0,7,7,6,0,64,NA,NA,2.14735126495361,0.462860614061356,34.8,34.57558125,0.13634980369024,0.0136349807739258,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H643042011",1,1,0,0,1,1,1,0,62,NA,NA,2.26206946372986,1.01719427108765,16.28,16.38326875,0.0643329999235459,0.0214443328857422,0.4,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,35,35,0,0,0,0,0,0,7,7,2,2
"H643042012",0,0,0,0,3,NA,NA,0,63,NA,NA,3.04585123062134,1.6246577501297,21.08,21.08,0.213655559998564,0.0213655563354492,1.48,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H643042014",0,1,1,0,3,NA,1,0,30,NA,2,1.29342579841614,-0.364983946084976,21.33,21.56020625,0.0329050000000745,0.00658099975585937,0,1,NA,NA,4,0,10,NA,1,NA,24,NA,NA,NA,4,NA,0,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,24,NA,4,NA,0,NA,2,NA,2,NA,1
"H643050001",1,1,0,0,1,1,1,0,48,2,NA,2.48450970649719,-0.915755987167358,26.83,26.83,0.19878271472184,0.0496956787109375,1.28,1,4,0,NA,NA,10,0,NA,18,NA,NA,NA,4,NA,0,NA,1,NA,4,NA,4,NA,0,NA,1,NA,1,0,0,48,48,4,4,0,0,5,5,2,2,2,2
"H643050002",1,1,1,0,2,1,1,0,27,2,2,1.56090176105499,-0.89068478345871,3.73,3.68,0.0959755996187217,0.0239938995361328,1.265,3,4,0,4,0,10,1,0,5,27,4,NA,0,4,0,0,NA,0,NA,4,NA,5,1,NA,1,NA,0,0,0,27,27,4,4,0,0,0,0,4,4,5,5
"H643050003",1,1,0,0,5,4,4,0,35,NA,NA,0.703897953033447,-1.47546601295471,4.68,4.68,0.181533250001073,0.0259333221435547,2.1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,35,35,4,4,0,0,0,0,7,7,0,0
"H643050004",1,1,1,0,1,1,1,0,38,NA,1,0.90110844373703,-2.10717725753784,26.72,1.91326796875,0.0255457906493219,0.00851526336669922,0.55,3,NA,NA,0,0,10,NA,0,NA,38,NA,NA,NA,0,NA,0,NA,2,NA,2,NA,6,NA,NA,NA,NA,NA,0,0,38,38,0,0,0,0,2,2,2,2,6,6
"H643050005",1,1,1,0,2,1,1,0,28,NA,2,1.48356032371521,-1.24259722232819,54.6,54.5,0.0723230900025694,0.0180807723999023,1.09,4,NA,NA,4,0,10,NA,1,NA,22,NA,NA,NA,4,NA,0,NA,0,NA,7,NA,0,NA,NA,NA,NA,NA,1,1,22,22,4,4,0,0,0,0,7,7,0,0
"H643050007",1,1,1,0,5,5,5,0,37,1,1,1.14547836780548,-1.12799215316772,58.53,57.65,0.189088748626551,0.0189088745117187,0.47,2,0,0,0,0,10,1,1,14,33,3,NA,9,0,0,0,NA,0,NA,4,NA,5,1,NA,0,NA,-1,NA,1,NA,33,NA,0,NA,0,NA,0,NA,4,NA,5
"H643050008",1,1,0,0,8,4,4,0,65,NA,NA,7.72174978256226,1.99256002902985,72.12,70.2131875,0.435898168701399,0.0290598785400391,8.3,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,18,7,7,0,0,2,2,8,8,0,0
"H643050009",1,1,1,0,3,3,3,0,36,NA,4,1.65361034870148,-0.40260237455368,107.65,107.6,0.00588468019068241,0.00117693605422974,1.2,3,NA,NA,9,0,10,NA,1,NA,33,NA,NA,NA,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36,36,4,4,0,0,1,1,5,5,4,4
"H643050010",1,1,0,0,2,2,2,1,55,NA,NA,0.0585375428199768,-0.83596134185791,40.79,41.06529375,0.0496664099997724,0.0165554702758789,0.25,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,55,55,0,0,0,0,2,2,3,3,1,1
"H643050011",0,1,1,0,5,NA,4,0,47,NA,1,1.02247965335846,-0.640988171100616,27.05,27.28326875,0.199016500000423,0.0284309295654297,0.89,3,NA,NA,0,0,10,NA,0,NA,47,NA,NA,NA,0,NA,0,NA,1,NA,3,NA,0,NA,NA,NA,NA,NA,NA,0,NA,47,NA,0,NA,0,NA,1,NA,3,NA,0
"H643050012",1,1,0,0,3,2,2,0,45,NA,NA,2.13546514511108,-0.83596134185791,15.565,10.265,0.0893659500758862,0.0178731903076172,1.05,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,35,35,0,0,0,0,1,1,5,5,2,2
"H643050013",1,1,1,0,3,3,2,0,50,4,4,1.44134557247162,0.208983555436134,33.61,33.61,0.0676940715792589,0.0135388137817383,1.3,2,9,0,9,0,10,1,1,15,15,5,5,9,9,0,0,1,1,0,0,3,3,1,1,NA,NA,NA,1,1,15,15,9,9,0,0,1,1,0,0,3,3
"H643050014",0,1,0,0,3,NA,3,0,35,NA,NA,1.23677825927734,0.791099011898041,17.3,18.3931859375,0.0603221248091548,0.0120644248962402,0.365,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35,NA,4,NA,0,NA,0,NA,5,NA,5
"H644003001",0,0,0,0,3,NA,NA,0,45,NA,NA,0.703897953033447,-0.948472380638123,21.38,30.159,0.0843177492672112,0.0168635498046875,1.605,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H644003002",0,1,0,0,5,NA,0,0,35,NA,NA,2.06208395957947,-0.884118378162384,7.555,7.405,0.0999360000617802,0.0142765716552734,0.18,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35,NA,0,NA,0,NA,1,NA,6,NA,2
"H644003004",1,0,0,0,4,4,NA,0,31,2,NA,2.13599681854248,-0.488487482070923,35.712,35.67,0.0492900770993438,0.00821501312255859,0.11,NA,4,0,NA,NA,10,0,NA,10,NA,5,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,31,NA,4,NA,0,NA,2,NA,3,NA,5,NA
"H644003005",0,0,0,0,3,NA,NA,0,47,NA,NA,1.4172111749649,-1.47546601295471,11.55,16.5135984375,0.0175069999998435,0.00350139999389648,2.256,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H644003006",1,1,1,0,4,4,4,1,27,3,3,0.640989363193512,-2.58059740066528,64.38,65.80828125,0.100856331144273,0.0201712661743164,1,3,7,0,7,0,10,0,1,18,27,5,NA,0,7,1,0,NA,1,NA,1,NA,9,1,NA,1,NA,0,1,1,27,27,7,7,0,0,1,1,1,1,9,9
"H644003007",1,1,1,0,2,1,1,0,30,2,4,0.0585375428199768,-2.16718006134033,6.92,6.47,0.0814788327642716,0.0203697082519531,0.7,3,4,0,9,0,10,0,1,4,24,3,NA,NA,9,NA,0,NA,3,NA,4,NA,2,1,NA,0,NA,-1,0,0,30,30,4,4,0,0,4,4,4,4,1,1
"H644003008",1,1,1,0,3,2,2,0,33,1,1,2.55855798721313,0.264999806880951,38.65,38.65,0.012510000000149,0.00250200004577637,0.7,1,0,0,0,0,10,0,1,10,31,4,NA,4,0,0,0,NA,6,NA,3,NA,0,1,NA,0,NA,-1,1,1,31,31,0,0,0,0,6,6,3,3,0,0
"H644003009",0,1,0,0,2,NA,1,1,25,NA,NA,0.908591747283936,-0.461575657129288,109.8,110.033275,0.0355459163057618,0.0118486389160156,0.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,25,NA,7,NA,0,NA,0,NA,4,NA,6
"H644003010",1,1,0,0,1,0,0,0,25,NA,NA,0.0802390277385712,-2.22178220748901,1.72,1.59,0.0390193910688977,0.0130064636230469,0.28,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,25,24,4,7,0,0,4,1,4,6,3,3
"H644003011",1,1,0,0,3,3,2,0,47,NA,NA,0.520365834236145,-1.23593378067017,21.285,21.115,0.0750364999389276,0.0125060836791992,0.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,15,NA,4,NA,0,NA,0,NA,4,NA,4,NA
"H644003012",0,1,0,0,4,NA,4,0,33,NA,NA,0.937242805957794,-1.24117887020111,2,2,0.12291400000006,0.0204856674194336,4.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,33,NA,7,NA,0,NA,5,NA,2,NA,1
"H644003013",1,1,0,0,2,3,3,0,56,NA,NA,2.02633595466614,-0.947141468524933,42.5,42.45,0.0393886999286246,0.00562695732116699,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,51,NA,0,NA,0,NA,1,NA,6,NA,2
"H644003014",1,1,0,0,4,4,4,0,40,NA,NA,-0.596557199954987,-0.696688413619995,15.15,16.85339375,0.0618094999997877,0.0103015830993652,0.305,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,35,35,0,0,0,0,5,5,3,3,0,0
"H644010001",1,1,0,0,3,3,3,1,35,NA,NA,0.276917815208435,-0.807465493679047,4.47,51.901096875,0.114655332694761,0.0286638336181641,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,16,35,4,4,0,0,1,1,5,4,4,5
"H644010002",1,1,0,0,1,3,1,0,23,NA,NA,2.6810896396637,-1.69750547409058,182.8,180.5,0.184826366825099,0.046206591796875,5.91,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,23,11,11,0,0,1,1,7,7,2,2
"H644010003",1,1,1,0,2,2,2,0,48,2,2,2.21786761283875,0.0947589799761772,25.385,26.3581875,0.0733088401133427,0.0183272094726563,0.8,3,4,0,4,0,10,0,1,17,45,NA,NA,4,4,0,0,0,1,7,5,3,4,0,NA,1,NA,1,1,1,45,45,4,4,0,0,1,1,5,5,4,4
"H644010004",1,1,1,0,3,2,2,0,33,2,2,0.774223923683167,-2.02657151222229,25.98,20.68,0.063764699938125,0.0127529403686523,5,3,4,0,4,0,10,1,1,8,29,4,NA,4,4,0,0,NA,1,NA,7,NA,1,1,NA,1,NA,0,1,0,29,33,4,4,0,0,1,0,7,8,1,2
"H644010005",1,1,0,0,0,1,1,0,65,1,NA,6.22572565078735,1.61339318752289,1913.6,1915.3616,0.173186499992851,0.0346372985839844,9.77,2,0,0,NA,NA,10,0,NA,20,NA,7,NA,11,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,65,65,0,0,0,0,0,0,7,7,2,2
"H644010006",1,1,0,0,3,3,2,0,50,NA,NA,2.25925040245056,-0.139863312244415,56.27,56.27,0.191101139694612,0.0318501892089844,1.65,3,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,16,9,9,0,0,0,0,3,3,7,7
"H644010007",1,1,0,0,3,4,4,0,56,NA,NA,3.70631384849548,0.494405895471573,94.3002,93.8002,0.109832998474129,0.0156904281616211,1.3,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,52,NA,0,NA,0,NA,5,NA,3,NA,1
"H644010008",1,1,0,0,3,0,2,0,30,NA,NA,-0.596170902252197,-3.01848316192627,0.37,0.2,0.0806172498858534,0.0161234497070313,0.9,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,24,24,4,4,0,0,0,0,5,5,5,5
"H644010009",1,0,0,0,6,6,NA,0,67,NA,NA,5.04213809967041,2.40562319755554,615.1,622.09005,0.036,0.0024,2.6,NA,NA,NA,NA,NA,10,0,NA,11,NA,7,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H644010010",1,1,1,0,1,1,1,1,23,4,4,0.640989363193512,-1.61607456207275,73.35,72.95,0.0696081085115671,0.034804052734375,1.3,3,9,0,9,0,10,1,1,7,23,5,NA,4,9,0,0,NA,1,NA,5,NA,5,1,NA,0,NA,-1,1,1,23,23,9,9,0,0,1,1,5,5,5,5
