"uid","hh_in_r2","hh_in_r3","hh_in_r3_d2","refugee","num_child_base","num_child_r2","num_child_r3","hh_head_sex","hh_head_age","parent_edu_r2","parent_edu_r3","hh_asset_index","hh_asset_index_2017","hh_asset_value","hh_asset_value_2017","hh_cons_agg","hh_cons_capita","hh_income","cantril","parent_eduyears_r2","parent_reledu_r2","parent_eduyears_r3","parent_reledu_r3","distancekmfromcamps","eld_sex_r2","eld_sex_r3","eld_age_r2","eld_age_r3","eld_edu_ambition_r2","eld_edu_ambition_r3","eld_eduyears_r2","eld_eduyears_r3","eld_reledu_r2","eld_reledu_r3","eld_trauma_exp_r2","eld_trauma_exp_r3","eld_trauma_heard_r2","eld_trauma_heard_r3","eld_trauma_witness_r2","eld_trauma_witness_r3","eld_e01_currently_studying_r2","eld_e01_currently_studying_r3","eld_e01_edu_status__r2","eld_e01_edu_status__r3","edu_status_diff","int_sex_r2","int_sex_r3","int_age_r2","int_age_r3","int_eduyears_r2","int_eduyears_r3","int_reledu_r2","int_reledu_r3","int_trauma_exp_r2","int_trauma_exp_r3","int_trauma_heard_r2","int_trauma_heard_r3","int_trauma_witness_r2","int_trauma_witness_r3"
"C716085013",1,1,0,1,2,0,0,0,22,NA,NA,-2.35747289657593,4.16885995864868,0.35,63.7743,0.0511725377412513,0.0127931343078613,0.374,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,22,4,4,0,0,6,6,1,1,1,1
"C716086001",0,0,0,1,2,NA,NA,0,30,NA,NA,-2.14074969291687,2.20113921165466,0.13,49.10009375,0.0155264999993145,0.00388162498474121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716086003",1,1,0,1,5,5,5,0,30,NA,NA,-0.881888031959534,-1.09117496013641,0.915,2.820709375,0.0605114999998361,0.00864449996948242,0.09,NA,NA,NA,NA,NA,NA,1,NA,12,NA,2,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,30,30,NA,NA,NA,NA,7,7,0,0,1,1
"C716086004",1,1,0,1,1,0,0,0,30,NA,NA,0.0169441737234592,-2.4968318939209,1.39,0.85,1.97999998927116e-05,6.59999996423721e-06,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,24,24,9,9,0,0,2,2,2,2,6,6
"C716086005",1,1,0,1,1,0,0,1,42,NA,NA,-0.840680956840515,-2.16718006134033,1.65,1.2,0.0507729000000283,0.0126932250976563,1.195,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,22,9,9,0,0,0,0,5,5,5,5
"C716086007",1,1,1,1,5,5,5,0,38,NA,4,-0.258229106664658,-2.16718006134033,1.1,0.6,0.124153099809587,0.0177361572265625,0.48,3,NA,NA,9,0,NA,NA,0,NA,38,NA,NA,NA,9,NA,0,NA,2,NA,1,NA,9,NA,NA,NA,NA,NA,0,0,38,38,9,9,0,0,2,2,1,1,9,9
"C716086008",1,1,1,1,1,1,1,0,45,NA,1,-2.14074969291687,3.97069144248962,0.17,61.48050625,0.0290079999998212,0.0058015998840332,0.25,4,NA,NA,0,0,NA,NA,1,NA,37,NA,NA,NA,0,NA,0,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,1,1,37,37,0,0,0,0,0,0,2,2,0,0
"C716086009",1,1,0,1,1,1,0,1,59,1,NA,-1.77502107620239,2.15066814422607,0.85,54.72594375,5.80000001937151e-06,2.8999999165535e-06,0.032,3,0,0,NA,NA,NA,0,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,59,59,0,0,0,0,2,2,1,1,4,4
"C716086010",1,0,0,1,4,4,NA,1,44,4,NA,-1.86557650566101,4.11955547332764,0.75,51.296659375,0.0123382272034883,0.00205637111663818,0.054,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24,NA,9,NA,0,NA,3,NA,1,NA,3,NA
"C716086011",0,0,0,1,2,NA,NA,0,20,NA,NA,-2.14074969291687,2.767902135849,0.5,99.5425875,0.00200999999977648,0.000669999980926514,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716086012",0,0,0,1,0,NA,NA,0,28,NA,NA,-1.86557650566101,4.18212699890137,0.08,62.420075,0.00402399999983609,0.00201200008392334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716086013",1,1,0,1,1,0,0,0,21,NA,NA,-0.881888031959534,1.50652480125427,1.32,5.023348046875,2.34999998472631e-05,7.83333331346512e-06,0.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,19,4,4,0,0,1,1,4,4,3,3
"C716086014",1,1,1,1,3,3,3,0,60,1,1,-2.14074969291687,2.5475914478302,0.22,60.1662375,0.0303539999999106,0.00607080001831055,0.45,5,0,0,0,0,NA,1,1,12,31,NA,NA,0,0,0,0,NA,0,NA,4,NA,2,0,NA,1,NA,1,1,1,31,31,0,0,0,0,0,0,4,4,2,2
"C716086015",0,0,0,1,4,NA,NA,0,31,NA,NA,0.0169441737234592,-2.65828275680542,0.97,0.22,0.014534999999404,0.00242250003814697,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716087001",0,0,0,1,2,NA,NA,0,42,NA,NA,-1.86557650566101,0.15119594335556,0.3,48.517584375,0.0430048343554139,0.0107512084960937,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716087002",1,1,1,1,2,2,2,1,45,1,1,-1.51709091663361,-0.408164978027344,5.87,62.16663125,0.0106727500052657,0.00266818752288818,0.2,4,0,0,0,0,NA,0,0,12,25,3,NA,0,0,0,0,NA,10,NA,1,NA,1,1,NA,0,NA,-1,1,0,45,25,0,0,0,0,11,10,0,1,0,1
"C716087003",1,1,0,1,5,5,4,1,45,1,NA,-2.14074969291687,-3.01848316192627,0.55,0.05,0.0420155000000726,0.0060022144317627,0,5,0,0,NA,NA,NA,0,NA,15,NA,4,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,1,1,45,18,0,0,0,0,7,4,2,4,3,1
"C716087004",1,0,0,1,2,2,NA,0,33,NA,NA,-1.86557650566101,-2.65828275680542,0.31,0.180452783203125,0.00252759999912232,0.000631899976730347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,28,NA,0,NA,0,NA,11,NA,0,NA,0,NA
"C716087005",0,0,0,1,3,NA,NA,0,30,NA,NA,-1.18916654586792,2.92135405540466,1.6,55.05033125,0.0138209999997169,0.00276420001983643,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716087006",1,1,0,1,6,5,4,0,52,NA,NA,-2.14074969291687,-1.42771208286285,0.63,39.593828125,0.0825558499990031,0.0103194808959961,0.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,16,9,9,0,0,10,10,2,2,0,0
"C716087007",0,0,0,1,0,NA,NA,0,72,NA,NA,-1.05740404129028,2.0832691192627,2.22,53.843125,0.0100559999991208,0.00335200004577637,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716087008",0,1,0,1,1,NA,0,0,21,NA,NA,-1.46433985233307,-2.16718006134033,0.49,2.2548298828125,0.0133184772029053,0.00443949241638184,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716087009",1,1,1,1,3,3,3,1,25,NA,2,-0.216635748744011,-2.51767420768738,0.96,0.16,0.0766594294384122,0.0191648574829102,0.27,1,NA,NA,4,0,NA,NA,1,NA,25,NA,NA,NA,4,NA,0,NA,5,NA,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,25,NA,4,NA,0,NA,5,NA,3,NA,1
"C716087010",1,1,0,1,3,2,2,0,35,NA,NA,-2.14074969291687,0.443625152111053,0.65,3.2721119140625,0.011030000000447,0.00220599994659424,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,30,30,0,0,0,0,3,3,6,6,3,3
"C716087011",1,1,0,1,1,1,0,1,50,NA,NA,-1.51670455932617,-0.275547802448273,0.535,50.9243875,0.0229413408040069,0.00764711380004883,0.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,18,0,0,0,0,0,0,7,7,1,1
"C716087012",1,0,0,1,4,4,NA,0,35,NA,NA,-2.00898742675781,-1.24259722232819,1.1,37.621578125,0.0040105000003241,0.0006684166431427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,27,NA,4,NA,0,NA,3,NA,7,NA,1,NA
"C716087013",0,0,0,1,5,NA,NA,0,39,NA,NA,0.818418323993683,0.874354779720306,5.1,5.9827171875,0.069063999998942,0.00986628570556641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716088001",0,0,0,1,6,NA,NA,1,30,NA,NA,-0.258229106664658,3.89951848983765,0.94,59.27938125,0.0110460000000894,0.00157799997329712,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716088002",0,0,0,1,2,NA,NA,0,25,NA,NA,-2.14074969291687,-0.630966007709503,0.53,9.4554015625,0.00350529999989085,0.000876325035095215,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716088003",1,1,0,1,7,7,5,1,35,NA,NA,-1.86557650566101,-1.90608835220337,0.8,0.86478515625,0.0411038235321641,0.00513797798156738,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,16,9,9,0,0,7,7,5,5,0,0
"C716088004",0,0,0,1,2,NA,NA,1,50,NA,NA,-1.46433985233307,-2.68335390090942,0.5,0.89777021484375,0.0261074091946706,0.00522148170471191,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716088005",1,0,0,1,3,2,NA,0,28,1,NA,-2.00898742675781,-0.323211073875427,1.12,38.312790625,0.027,0.0054,0.8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,28,NA,0,NA,0,NA,2,NA,1,NA,6,NA
"C716088006",0,0,0,1,3,NA,NA,0,25,NA,NA,-0.881888031959534,-0.436334818601608,1.47,3.828544140625,0.0040679999999702,0.000678000020980835,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716088008",1,1,0,1,4,3,3,0,25,3,NA,-0.216635748744011,1.27002644538879,3.68,45.80149375,0.0526796666606329,0.00752566680908203,1.2,3,7,0,NA,NA,NA,0,NA,13,NA,4,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,0,0,15,25,7,9,0,0,3,3,2,2,4,3
"C716088009",1,0,0,1,4,4,NA,1,40,NA,NA,-1.24191761016846,1.19226801395416,2.15,41.4671875,0.201420999999344,0.0402842010498047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,NA,0,NA,0,NA,4,NA,3,NA,4,NA
"C716088011",1,1,0,1,6,6,6,0,45,NA,NA,-1.24191761016846,0.266444057226181,2.31,22.3219375,0.0135665000002831,0.00150738887786865,0.4,1,NA,NA,NA,NA,NA,0,NA,17,NA,3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,-1,0,0,45,45,0,0,0,0,9,9,1,1,2,2
"C716088012",1,1,1,1,2,2,0,0,70,1,1,-2.14074969291687,2.83874130249023,0.85,62.96144375,0.0579835454023443,0.0115967094421387,0,4,0,0,0,0,NA,0,0,18,70,3,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,60,25,0,9,0,0,3,5,3,4,4,3
"C716088013",1,1,1,1,1,1,1,0,47,NA,2,-0.124608293175697,2.10214161872864,4.05,60.629425,0.0657379999984987,0.0219126663208008,0.6,3,NA,NA,4,0,NA,NA,0,NA,47,NA,NA,NA,4,NA,0,NA,6,NA,1,NA,5,NA,NA,NA,NA,NA,1,1,25,25,0,0,0,0,5,5,2,2,5,5
"C716088014",1,1,0,1,3,4,4,0,55,NA,NA,-1.51709091663361,2.82086801528931,2.3,93.8346,0.0667864998035133,0.00954092864990234,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,45,45,0,0,0,0,2,2,7,7,1,1
"C716088015",1,1,1,1,4,3,3,0,32,1,1,-1.51709091663361,2.7707941532135,3.13,60.827175,0.0217961671739817,0.00311373825073242,0.08,3,0,0,0,0,NA,1,0,8,32,1,NA,4,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0,NA,1,NA,28,NA,0,NA,0,NA,10,NA,0,NA,2
"C716089001",0,0,0,1,1,NA,NA,0,15,NA,NA,-1.46433985233307,0.303016602993011,0.95,3.48950390625,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716089002",0,0,0,1,4,NA,NA,1,30,NA,NA,-0.659465789794922,-1.73067963123322,2.5,2.170452734375,0.0162246636371128,0.00324493255615234,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716089003",0,0,0,1,2,NA,NA,0,30,NA,NA,-1.28312468528748,4.63941097259521,0.16,100.990275,0.017380499998806,0.00434512481689453,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716089004",0,0,0,1,1,NA,NA,1,70,NA,NA,-2.35747289657593,2.06203174591064,0.03,60.1094875,0.0162862499998882,0.00814312515258789,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716089005",1,0,0,1,2,2,NA,0,98,1,NA,-1.73381400108337,2.82818341255188,0.7,58.5594125,0.00607960000261664,0.00151990003585815,0.04,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,98,NA,0,NA,0,NA,10,NA,1,NA,1,NA
"C716089006",0,0,0,1,6,NA,NA,0,60,NA,NA,-1.51709091663361,3.74259901046753,1.4,50.201175,0.0072179999999702,0.000902250003814697,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716089007",0,0,0,1,1,NA,NA,0,55,NA,NA,-0.840294659137726,0.934444606304169,0.37,22.6958046875,0.0291150591946905,0.00970501937866211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716089008",1,1,1,1,5,5,5,0,41,1,1,-1.46433985233307,4.10871934890747,1.95,64.3338375,0.0283575000019744,0.00405107154846191,0,3,0,0,0,0,NA,0,1,16,32,NA,NA,9,0,0,0,NA,7,NA,4,NA,1,0,NA,0,NA,0,1,0,32,41,0,0,0,0,7,5,4,3,1,3
"C716089009",1,1,0,1,2,1,1,0,26,NA,NA,-1.86557650566101,-1.6790976524353,0.38,39.414278125,0.00377299999967217,0.00125766668319702,0.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,26,11,11,0,0,11,11,1,1,0,0
"C716089010",1,1,0,1,0,0,0,0,20,NA,NA,0.01632284745574,4.72288608551025,1.755,60.501825,0.0116210999980569,0.00581054992675781,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,20,7,7,0,0,0,0,2,2,6,6
"C716089011",1,0,0,1,3,3,NA,1,30,NA,NA,-2.14074969291687,-0.590201377868652,0.4,13.887746875,0.00997654540250078,0.00249413642883301,0.54,NA,NA,NA,NA,NA,NA,1,NA,14,NA,4,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,30,NA,4,NA,0,NA,5,NA,1,NA,6,NA
"C716089012",0,0,0,1,6,NA,NA,0,38,NA,NA,-1.46433985233307,2.88072919845581,1.7,89.61865,0.098041071427986,0.0122551338195801,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C716089013",1,0,0,1,4,3,NA,0,30,NA,NA,-0.258229106664658,0.876984119415283,1.310198046875,38.64131875,0.0075,0.00125,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,28,NA,0,NA,0,NA,3,NA,3,NA,4,NA
"C717090001",1,1,1,1,2,2,2,1,27,1,1,-2.14074969291687,2.70454287528992,0.35,62.1951875,0.0298449984727427,0.00746124954223633,0.12,3,0,0,0,0,NA,NA,1,NA,27,NA,NA,NA,0,NA,0,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,1,1,27,27,0,0,0,0,4,4,3,3,3,3
"C717090002",0,1,0,1,3,NA,0,1,25,NA,NA,-2.35747289657593,1.19015121459961,0.2,48.987175,0.0232696999995969,0.00581742515563965,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,25,NA,0,NA,0,NA,1,NA,5,NA,3
"C717090003",1,1,1,1,2,0,1,0,50,NA,2,-1.46433985233307,3.10888075828552,0.915,60.7812625,0.031760499999579,0.0045372142791748,0.142,4,NA,NA,4,0,NA,NA,1,NA,19,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,50,4,0,0,0,2,4,4,4,3,2
"C717090004",1,0,0,1,2,1,NA,0,25,NA,NA,-1.80266797542572,-0.171788781881332,0.1,2.921680859375,0.000125499998964369,3.13749998807907e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,24,NA,0,NA,0,NA,5,NA,5,NA,2,NA
"C717090005",0,0,0,1,6,NA,NA,0,52,NA,NA,-0.840294659137726,3.23255395889282,1.12,89.67415,0.0550881117615849,0.00688601379394531,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C717090006",1,0,0,1,2,1,NA,0,28,NA,NA,-0.881888031959534,5.16431045532227,0.565,101.1085125,0.00401199999973178,0.00133733329772949,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,28,NA,0,NA,1,NA,7,NA,4,NA,1,NA
"C717090007",1,1,0,1,1,0,0,1,22,NA,NA,-1.18916654586792,3.29280185699463,0.120098999023437,101.81865625,3.39999996125698e-05,1.70000001788139e-05,4.04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,22,0,0,0,0,9,9,0,0,3,3
"C717090008",0,0,0,1,2,NA,NA,0,20,NA,NA,-2.14074969291687,0.799498319625854,0.5,79.645725,0.0191543999996036,0.00638479995727539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C717090009",1,1,0,1,2,2,1,1,80,NA,NA,-1.80266797542572,4.64356136322021,0.02,100.2410125,0.0132176667950116,0.00440588874816895,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,NA,4,NA,0,NA,0,NA,3,NA,1
"C717090010",1,1,1,1,5,5,5,0,41,NA,1,-0.881888031959534,-0.479588985443115,0.395,2.470709375,0.0124265908055939,0.00177522716522217,0.701,4,NA,NA,0,0,NA,NA,1,NA,36,NA,NA,NA,0,NA,0,NA,5,NA,5,NA,2,NA,NA,NA,NA,NA,1,1,36,36,0,0,0,0,5,5,5,5,2,2
"C717090011",1,0,0,1,1,0,NA,0,28,NA,NA,-0.257842838764191,0.443625152111053,0.73,3.327375390625,0.202061000000499,0.0673536682128906,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,21,NA,4,NA,0,NA,6,NA,4,NA,2,NA
"C717090012",0,0,0,1,1,NA,NA,1,61,NA,NA,-2.07784128189087,2.89285349845886,0.1,49.274378125,0.0390555000009947,0.0130184997558594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C717090013",1,1,0,1,0,0,0,0,21,NA,NA,-2.56973767280579,1.73161089420319,0.05,43.081725,4.60000001825392e-05,2.30000004172325e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,21,4,4,0,0,9,9,2,2,1,1
"C717091001",0,1,0,1,2,NA,1,0,32,NA,NA,-2.35747289657593,-1.24259722232819,0.2,39.426409375,0.0140125,0.003503125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,NA,0,NA,0,NA,3,NA,6,NA,1
"C717091002",0,1,0,1,2,NA,2,0,50,NA,NA,-2.14074969291687,2.19065737724304,0.4,49.377953125,0.0165229999991134,0.00330460014343262,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,NA,0,NA,0,NA,2,NA,5,NA,2
"C717091003",0,1,0,1,7,NA,3,1,40,NA,NA,-2.14074969291687,0.179513067007065,0.39,39.988953125,0.0422712000005879,0.00528390007019043,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,NA,0,NA,0,NA,4,NA,5,NA,1
"C717091004",0,1,0,1,1,NA,0,0,30,NA,NA,-2.14074969291687,2.18409109115601,0.43,49.038509375,0.0230254999998957,0.00767516632080078,0.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,NA,0,NA,0,NA,5,NA,4,NA,2
